# realization, ALV for LVd08n16
6.249900000000000000e+04 1.041917657426408295e-01
6.250000000000000000e+04 6.714194332951994859e-02
6.250100000000000000e+04 1.470866650376400631e-01
6.250200000000000000e+04 7.575529269665609577e-02
6.250300000000000000e+04 5.437890216722059827e-02
6.250400000000000000e+04 6.734176280967715811e-02
6.250500000000000000e+04 5.153393041957747556e-02
6.250600000000000000e+04 1.635146989385559690e-01
6.250700000000000000e+04 1.517822856270423515e-01
6.250800000000000000e+04 1.627455394653074816e-01
6.250900000000000000e+04 7.548167355044703430e-02
6.251000000000000000e+04 6.713693893673450264e-02
6.251100000000000000e+04 6.704677917838827717e-02
6.251200000000000000e+04 9.095608107025467126e-02
6.251300000000000000e+04 1.205673533583974666e-01
6.251400000000000000e+04 4.354447267867986998e-02
6.251500000000000000e+04 5.118190045684997691e-02
6.251600000000000000e+04 9.593463698313671462e-02
6.251700000000000000e+04 3.192145435325009079e-02
6.251800000000000000e+04 1.168605107367138296e-01
6.251900000000000000e+04 1.003147720795034004e-01
6.252000000000000000e+04 1.789989632429711541e-01
6.252100000000000000e+04 9.285508902852106228e-02
6.252200000000000000e+04 7.137157852835832039e-02
6.252300000000000000e+04 2.134758949502364375e-02
6.252400000000000000e+04 5.219150831543766661e-02
6.252500000000000000e+04 2.292047602215707691e-01
6.252600000000000000e+04 1.158799568038079569e-01
6.252700000000000000e+04 9.024550407231717031e-02
6.252800000000000000e+04 1.189370952213033433e-01
6.252900000000000000e+04 7.834492306000709338e-02
6.253000000000000000e+04 5.827193805999917459e-02
6.253100000000000000e+04 1.370723455316421313e-01
6.253200000000000000e+04 1.296766942241136811e-01
6.253300000000000000e+04 1.375123975996066783e-01
6.253400000000000000e+04 5.733619869440654410e-02
6.253500000000000000e+04 6.609362779645787389e-02
6.253600000000000000e+04 6.247669213125420229e-02
6.253700000000000000e+04 5.607601474282913889e-02
6.253800000000000000e+04 1.308483396419019285e-01
6.253900000000000000e+04 8.238395607891589589e-02
6.254000000000000000e+04 1.579314835611916046e-01
